Source.Name,return_id,transaction_id,product_id,return_date,return_quantity,refund_amount,return_reason,return_method,handled_by_employee
Returns_Chunk3.csv,21819,15524,280,22-09-2023 07:30,1,149.54,Changed Mind,Mail,79
Returns_Chunk3.csv,21820,435434,660,07-04-2021 23:05,3,57.12,Other,Mail,6
Returns_Chunk3.csv,21821,356886,142,14-05-2021 22:40,1,113.67,Wrong Item,In-Store,169
Returns_Chunk3.csv,21822,455550,97,27-04-2021 10:31,1,135.32,Other,Pickup,140
Returns_Chunk3.csv,21823,399291,308,20-07-2023 03:43,3,132.78,Other,Mail,77
Returns_Chunk3.csv,21824,291885,737,28-09-2021 06:02,1,190.43,Defective,Pickup,64
Returns_Chunk3.csv,21825,136027,663,07-01-2021 08:37,1,127.47,Changed Mind,Pickup,31
Returns_Chunk3.csv,21826,273773,885,09-06-2021 02:14,1,19.09,Wrong Item,Mail,179
Returns_Chunk3.csv,21827,204372,231,12-04-2024 01:11,2,338.44,Wrong Item,Pickup,140
Returns_Chunk3.csv,21828,178250,731,10-04-2020 05:11,2,224.22,Defective,Pickup,65
Returns_Chunk3.csv,21829,338980,945,20-02-2020 20:22,1,137.72,Late Delivery,Pickup,48
Returns_Chunk3.csv,21830,426791,210,26-10-2023 18:59,2,47,Wrong Item,Pickup,40
Returns_Chunk3.csv,21831,408789,114,29-04-2020 00:36,1,146.88,Changed Mind,In-Store,65
Returns_Chunk3.csv,21832,239786,216,07-06-2024 22:44,3,559.14,Defective,Mail,166
Returns_Chunk3.csv,21833,34000,435,12-05-2021 21:41,1,126.91,Late Delivery,Mail,15
Returns_Chunk3.csv,21834,478502,427,02-07-2022 06:34,2,252.6,Late Delivery,Mail,33
Returns_Chunk3.csv,21835,369702,487,18-04-2020 05:26,3,317.07,Late Delivery,Pickup,111
Returns_Chunk3.csv,21836,351305,522,02-08-2021 13:16,1,95.4,Defective,Mail,32
Returns_Chunk3.csv,21837,276146,852,14-04-2021 00:29,3,403.95,Other,Mail,25
Returns_Chunk3.csv,21838,158661,779,06-12-2020 19:05,1,76.48,Defective,In-Store,130
Returns_Chunk3.csv,21839,484585,751,29-04-2024 08:10,1,175.43,Defective,In-Store,79
Returns_Chunk3.csv,21840,328876,742,04-02-2023 12:13,1,71.72,Wrong Item,Mail,94
Returns_Chunk3.csv,21841,114870,553,29-01-2021 05:04,3,375.33,Wrong Item,Pickup,18
Returns_Chunk3.csv,21842,255882,438,14-10-2024 12:36,3,274.17,Defective,Pickup,75
Returns_Chunk3.csv,21843,150629,810,18-11-2023 04:02,1,190.6,Defective,In-Store,168
Returns_Chunk3.csv,21844,174825,993,10-09-2024 17:48,3,391.5,Late Delivery,Pickup,82
Returns_Chunk3.csv,21845,1231,175,04-12-2023 19:52,1,182.8,Late Delivery,In-Store,1
Returns_Chunk3.csv,21846,333658,958,10-12-2022 15:11,2,348.82,Changed Mind,In-Store,168
Returns_Chunk3.csv,21847,290285,830,08-10-2023 14:32,1,136.12,Defective,In-Store,139
Returns_Chunk3.csv,21848,389724,278,06-11-2022 21:27,2,55.18,Other,Pickup,12
Returns_Chunk3.csv,21849,386813,768,02-10-2022 02:36,3,318.81,Other,Mail,190
Returns_Chunk3.csv,21850,17885,469,15-01-2020 15:32,1,159.89,Changed Mind,Pickup,26
Returns_Chunk3.csv,21851,438680,984,10-01-2021 06:38,1,38.01,Wrong Item,Pickup,171
Returns_Chunk3.csv,21852,468183,784,09-11-2021 00:36,1,56.47,Changed Mind,Mail,167
Returns_Chunk3.csv,21853,9742,386,25-07-2023 06:05,1,43.46,Other,Pickup,80
Returns_Chunk3.csv,21854,344389,179,02-06-2022 22:20,2,135.52,Other,Mail,24
Returns_Chunk3.csv,21855,287887,178,07-10-2021 00:35,3,380.73,Changed Mind,Pickup,117
Returns_Chunk3.csv,21856,137742,542,15-10-2024 14:15,3,197.76,Defective,Pickup,113
Returns_Chunk3.csv,21857,396243,875,26-04-2024 19:17,3,399.51,Wrong Item,Pickup,53
Returns_Chunk3.csv,21858,58981,596,04-07-2020 02:26,1,91.19,Late Delivery,Mail,181
Returns_Chunk3.csv,21859,393302,100,20-05-2021 14:27,2,108.62,Wrong Item,In-Store,155
Returns_Chunk3.csv,21860,174831,542,31-03-2024 17:35,1,99.2,Other,Pickup,95
Returns_Chunk3.csv,21861,7590,480,30-10-2020 18:45,3,370.62,Late Delivery,In-Store,62
Returns_Chunk3.csv,21862,197764,458,17-01-2020 06:07,2,372.48,Wrong Item,In-Store,42
Returns_Chunk3.csv,21863,280006,83,25-09-2021 02:17,1,88.2,Wrong Item,Mail,103
Returns_Chunk3.csv,21864,243667,641,04-11-2023 11:44,2,323.46,Changed Mind,Mail,46
Returns_Chunk3.csv,21865,270821,261,03-07-2023 23:20,1,91.83,Changed Mind,In-Store,83
Returns_Chunk3.csv,21866,58303,675,19-02-2023 09:13,2,202.52,Changed Mind,Pickup,182
Returns_Chunk3.csv,21867,148316,719,11-12-2021 16:10,1,63.76,Other,Pickup,159
Returns_Chunk3.csv,21868,444281,435,26-06-2024 20:24,2,385.8,Wrong Item,Pickup,110
Returns_Chunk3.csv,21869,117875,751,18-09-2021 23:43,3,266.37,Late Delivery,In-Store,49
Returns_Chunk3.csv,21870,286361,392,10-11-2020 00:41,3,509.16,Defective,Mail,168
Returns_Chunk3.csv,21871,78737,525,17-08-2020 10:36,2,34.42,Wrong Item,In-Store,165
Returns_Chunk3.csv,21872,214226,158,26-11-2021 05:48,1,166.16,Late Delivery,Pickup,148
Returns_Chunk3.csv,21873,275600,13,04-02-2021 13:14,3,549.36,Wrong Item,Mail,56
Returns_Chunk3.csv,21874,357664,157,14-07-2020 02:29,2,227.16,Defective,Pickup,89
Returns_Chunk3.csv,21875,126277,348,25-08-2022 19:22,1,192.57,Late Delivery,Pickup,42
Returns_Chunk3.csv,21876,206785,648,23-03-2021 18:07,2,121.36,Changed Mind,Mail,181
Returns_Chunk3.csv,21877,419249,877,10-06-2023 11:53,3,126.21,Late Delivery,In-Store,142
Returns_Chunk3.csv,21878,176646,378,23-03-2022 04:38,2,361.16,Defective,Mail,88
Returns_Chunk3.csv,21879,36446,344,20-06-2022 07:59,2,364.36,Other,Pickup,72
Returns_Chunk3.csv,21880,326642,417,13-04-2023 05:28,2,167.34,Changed Mind,Mail,107
Returns_Chunk3.csv,21881,323538,307,05-11-2021 12:26,1,114.92,Other,In-Store,130
Returns_Chunk3.csv,21882,354223,75,25-06-2020 02:15,3,35.13,Late Delivery,In-Store,104
Returns_Chunk3.csv,21883,293769,157,10-07-2020 02:37,2,106.54,Late Delivery,Pickup,151
Returns_Chunk3.csv,21884,103640,772,27-10-2024 05:28,2,267.98,Changed Mind,Pickup,5
Returns_Chunk3.csv,21885,70883,815,04-07-2021 10:06,2,31.8,Wrong Item,In-Store,151
Returns_Chunk3.csv,21886,442895,967,23-09-2024 22:59,1,135.81,Defective,Mail,186
Returns_Chunk3.csv,21887,208730,871,04-05-2023 14:29,3,398.43,Other,Pickup,12
Returns_Chunk3.csv,21888,295920,47,11-05-2020 06:00,1,163.82,Changed Mind,Mail,15
Returns_Chunk3.csv,21889,166108,540,13-08-2023 01:21,3,565.95,Wrong Item,In-Store,34
Returns_Chunk3.csv,21890,197206,419,02-07-2023 14:53,2,85.64,Defective,Pickup,77
Returns_Chunk3.csv,21891,468120,830,25-02-2024 20:24,2,73.54,Wrong Item,Pickup,131
Returns_Chunk3.csv,21892,86257,231,23-06-2024 19:02,3,373.32,Wrong Item,Mail,149
Returns_Chunk3.csv,21893,84515,465,13-02-2020 01:59,1,143.45,Late Delivery,In-Store,77
Returns_Chunk3.csv,21894,310256,169,28-04-2024 11:34,2,162.22,Defective,Pickup,171
Returns_Chunk3.csv,21895,47496,97,20-08-2022 03:05,2,391.84,Defective,In-Store,142
Returns_Chunk3.csv,21896,395825,406,05-05-2020 02:42,1,86.11,Changed Mind,Mail,62
Returns_Chunk3.csv,21897,7250,653,25-06-2020 10:42,1,186.34,Late Delivery,Mail,184
Returns_Chunk3.csv,21898,344314,549,02-12-2024 03:57,2,69.88,Wrong Item,Pickup,182
Returns_Chunk3.csv,21899,61187,532,28-06-2020 00:19,2,145.94,Wrong Item,Pickup,153
Returns_Chunk3.csv,21900,497635,515,03-02-2020 06:11,1,26.7,Changed Mind,In-Store,155
Returns_Chunk3.csv,21901,221903,392,20-04-2020 06:36,3,330.24,Wrong Item,Pickup,82
Returns_Chunk3.csv,21902,322043,765,23-02-2023 01:40,1,174.1,Changed Mind,Pickup,163
Returns_Chunk3.csv,21903,455566,775,26-10-2020 01:57,1,59.66,Changed Mind,Mail,16
Returns_Chunk3.csv,21904,117241,249,28-07-2023 10:54,3,528.75,Changed Mind,In-Store,164
Returns_Chunk3.csv,21905,92780,186,22-01-2021 00:48,2,316.2,Changed Mind,In-Store,149
Returns_Chunk3.csv,21906,493535,596,19-01-2023 04:51,3,442.2,Late Delivery,Pickup,200
Returns_Chunk3.csv,21907,431879,952,19-08-2020 00:11,3,178.41,Other,In-Store,165
Returns_Chunk3.csv,21908,122076,680,18-11-2023 15:21,2,315.7,Other,In-Store,116
Returns_Chunk3.csv,21909,117539,223,31-08-2023 16:38,2,355.24,Late Delivery,In-Store,145
Returns_Chunk3.csv,21910,6257,282,18-03-2021 13:10,2,351.2,Wrong Item,Pickup,120
Returns_Chunk3.csv,21911,98185,671,17-05-2022 08:12,1,105.92,Late Delivery,In-Store,86
Returns_Chunk3.csv,21912,190220,107,26-08-2021 15:38,3,164.64,Other,In-Store,112
Returns_Chunk3.csv,21913,485196,12,24-09-2024 05:01,2,92.76,Other,Mail,66
Returns_Chunk3.csv,21914,235956,132,10-06-2024 22:11,3,239.43,Wrong Item,Mail,179
Returns_Chunk3.csv,21915,124242,738,01-07-2020 03:34,1,110.4,Late Delivery,Mail,167
Returns_Chunk3.csv,21916,224105,58,26-10-2024 07:26,2,347.56,Wrong Item,Mail,168
Returns_Chunk3.csv,21917,132312,221,25-12-2022 23:53,1,16.28,Changed Mind,In-Store,36
Returns_Chunk3.csv,21918,357090,510,27-11-2024 14:49,1,109.31,Changed Mind,In-Store,32
Returns_Chunk3.csv,21919,298162,524,28-03-2020 18:07,1,123.62,Wrong Item,Mail,104
Returns_Chunk3.csv,21920,367938,332,06-12-2024 19:28,2,99.9,Other,Pickup,152
Returns_Chunk3.csv,21921,475256,942,22-08-2020 11:07,3,456.51,Wrong Item,Mail,60
Returns_Chunk3.csv,21922,357296,594,21-09-2021 11:14,1,75.37,Wrong Item,Pickup,159
Returns_Chunk3.csv,21923,10349,404,30-11-2023 06:20,1,84.68,Changed Mind,In-Store,109
Returns_Chunk3.csv,21924,411250,316,24-07-2020 04:35,2,118.32,Other,Pickup,5
Returns_Chunk3.csv,21925,423852,800,12-06-2024 02:05,3,361.35,Wrong Item,Mail,168
Returns_Chunk3.csv,21926,11302,400,26-05-2024 04:23,1,180.15,Other,Pickup,134
Returns_Chunk3.csv,21927,58953,212,11-10-2023 03:21,3,106.35,Defective,Pickup,105
Returns_Chunk3.csv,21928,325132,718,08-05-2023 14:31,3,265.2,Late Delivery,In-Store,122
Returns_Chunk3.csv,21929,55419,227,25-11-2021 17:51,3,256.8,Changed Mind,In-Store,62
Returns_Chunk3.csv,21930,454045,862,12-08-2020 01:52,3,438.21,Late Delivery,Mail,115
Returns_Chunk3.csv,21931,457426,165,06-11-2022 14:00,2,183.3,Other,Pickup,200
Returns_Chunk3.csv,21932,47755,769,09-07-2021 01:34,2,364.64,Late Delivery,Pickup,198
Returns_Chunk3.csv,21933,286985,745,10-07-2021 20:18,3,567.3,Wrong Item,In-Store,82
Returns_Chunk3.csv,21934,130610,438,13-07-2020 09:25,1,193.45,Wrong Item,In-Store,158
Returns_Chunk3.csv,21935,400978,824,04-06-2023 09:09,3,376.35,Defective,Mail,2
Returns_Chunk3.csv,21936,36949,746,07-11-2023 04:07,1,149.91,Defective,In-Store,10
Returns_Chunk3.csv,21937,380919,203,13-01-2023 22:17,3,73.5,Late Delivery,Pickup,158
Returns_Chunk3.csv,21938,272968,680,17-08-2023 20:15,3,365.61,Defective,In-Store,51
Returns_Chunk3.csv,21939,396195,297,14-05-2021 01:00,1,83.65,Wrong Item,Mail,169
Returns_Chunk3.csv,21940,2495,198,27-07-2022 22:16,3,187.14,Changed Mind,Pickup,62
Returns_Chunk3.csv,21941,477028,104,01-01-2020 14:55,3,125.07,Wrong Item,Mail,99
Returns_Chunk3.csv,21942,97209,138,04-08-2024 22:59,3,361.68,Other,Mail,72
Returns_Chunk3.csv,21943,403573,582,08-06-2022 05:43,3,260.64,Changed Mind,In-Store,193
Returns_Chunk3.csv,21944,361040,974,24-05-2020 16:29,2,271.1,Late Delivery,Pickup,106
Returns_Chunk3.csv,21945,44139,555,10-05-2021 14:29,3,197.79,Other,Mail,121
Returns_Chunk3.csv,21946,222331,446,08-01-2020 16:07,3,250.17,Other,Pickup,73
Returns_Chunk3.csv,21947,447848,552,11-10-2021 00:20,1,49.25,Changed Mind,Pickup,144
Returns_Chunk3.csv,21948,232944,142,14-05-2024 04:37,1,91.97,Changed Mind,In-Store,123
Returns_Chunk3.csv,21949,144406,759,09-12-2020 04:15,3,574.23,Defective,Pickup,77
Returns_Chunk3.csv,21950,233074,778,21-10-2024 18:13,1,93.74,Changed Mind,Pickup,32
Returns_Chunk3.csv,21951,73821,757,16-05-2023 17:35,2,137.86,Defective,Pickup,43
Returns_Chunk3.csv,21952,464154,27,10-04-2020 19:49,3,181.02,Late Delivery,In-Store,183
Returns_Chunk3.csv,21953,423261,909,19-02-2021 16:36,3,459.75,Wrong Item,Mail,186
Returns_Chunk3.csv,21954,159936,79,15-08-2023 14:39,2,166.34,Defective,Pickup,113
Returns_Chunk3.csv,21955,463400,855,21-08-2024 13:04,2,135.2,Other,Mail,134
Returns_Chunk3.csv,21956,115897,515,19-10-2020 08:28,3,455.4,Changed Mind,Pickup,100
Returns_Chunk3.csv,21957,316688,168,04-07-2022 01:14,1,172.34,Defective,Mail,150
Returns_Chunk3.csv,21958,400425,304,15-05-2020 15:56,2,273.82,Late Delivery,Mail,108
Returns_Chunk3.csv,21959,217722,468,27-05-2020 05:28,1,114.58,Changed Mind,In-Store,58
Returns_Chunk3.csv,21960,479770,641,21-09-2021 17:06,1,54.72,Changed Mind,Pickup,137
Returns_Chunk3.csv,21961,126641,405,21-05-2020 07:39,1,56.43,Defective,Mail,150
Returns_Chunk3.csv,21962,59747,54,03-12-2020 20:55,2,94.86,Defective,Pickup,65
Returns_Chunk3.csv,21963,66517,800,07-12-2020 19:22,2,328.56,Other,In-Store,57
Returns_Chunk3.csv,21964,247850,196,23-01-2023 20:09,2,246.9,Changed Mind,In-Store,7
Returns_Chunk3.csv,21965,485042,531,09-03-2023 12:36,2,82.06,Other,Mail,149
Returns_Chunk3.csv,21966,473531,570,11-03-2020 09:24,2,272.44,Late Delivery,Mail,41
Returns_Chunk3.csv,21967,15813,198,20-05-2021 07:11,1,47.98,Late Delivery,Pickup,68
Returns_Chunk3.csv,21968,414959,647,25-08-2020 23:56,2,209.16,Changed Mind,Mail,182
Returns_Chunk3.csv,21969,82581,204,01-10-2020 11:30,2,250.9,Other,In-Store,149
Returns_Chunk3.csv,21970,493971,200,06-01-2022 07:38,2,269.82,Late Delivery,Mail,200
Returns_Chunk3.csv,21971,496259,509,19-07-2024 22:51,2,189.24,Late Delivery,Pickup,38
Returns_Chunk3.csv,21972,186883,769,15-05-2021 04:40,1,156.25,Late Delivery,In-Store,36
Returns_Chunk3.csv,21973,458691,197,15-01-2024 18:10,2,142.08,Late Delivery,Mail,4
Returns_Chunk3.csv,21974,67791,347,19-07-2023 20:06,3,297.93,Other,Mail,39
Returns_Chunk3.csv,21975,6395,500,02-09-2022 12:52,3,285.48,Wrong Item,Mail,97
Returns_Chunk3.csv,21976,468855,190,14-11-2021 02:41,2,195.14,Other,Mail,41
Returns_Chunk3.csv,21977,304152,84,26-11-2024 12:24,2,386.02,Wrong Item,Mail,131
Returns_Chunk3.csv,21978,149386,765,09-01-2021 09:32,1,169.14,Other,In-Store,118
Returns_Chunk3.csv,21979,415615,578,09-01-2024 19:20,3,263.61,Defective,Pickup,170
Returns_Chunk3.csv,21980,220740,418,09-01-2024 13:02,2,38.44,Defective,Pickup,99
Returns_Chunk3.csv,21981,290428,525,07-01-2021 17:53,2,169.86,Changed Mind,In-Store,73
Returns_Chunk3.csv,21982,146510,649,01-10-2024 09:53,1,138.23,Changed Mind,Mail,148
Returns_Chunk3.csv,21983,393015,349,06-01-2020 03:37,3,470.67,Other,In-Store,79
Returns_Chunk3.csv,21984,212058,166,04-02-2020 14:34,2,240.46,Wrong Item,In-Store,74
Returns_Chunk3.csv,21985,294837,475,28-03-2021 20:37,2,399.26,Other,Mail,125
Returns_Chunk3.csv,21986,83193,887,19-05-2022 14:18,2,178.28,Late Delivery,Mail,20
Returns_Chunk3.csv,21987,200800,655,10-10-2023 12:32,2,303.36,Defective,Mail,108
Returns_Chunk3.csv,21988,200457,57,29-10-2020 10:10,3,68.1,Late Delivery,In-Store,67
Returns_Chunk3.csv,21989,118126,466,29-11-2020 07:18,2,92.84,Changed Mind,Pickup,191
Returns_Chunk3.csv,21990,499129,60,02-05-2022 16:17,3,179.4,Late Delivery,Pickup,83
Returns_Chunk3.csv,21991,155722,206,13-12-2023 23:46,3,297.03,Defective,Mail,30
Returns_Chunk3.csv,21992,215,459,03-06-2020 04:04,1,168.68,Wrong Item,In-Store,22
Returns_Chunk3.csv,21993,12176,912,02-03-2024 08:39,3,90.45,Wrong Item,Pickup,26
Returns_Chunk3.csv,21994,216132,609,16-09-2024 15:03,2,22.24,Changed Mind,Mail,8
Returns_Chunk3.csv,21995,42632,791,05-04-2021 06:52,3,466.08,Late Delivery,Mail,176
Returns_Chunk3.csv,21996,145443,167,11-08-2020 02:17,3,552.51,Wrong Item,Pickup,156
Returns_Chunk3.csv,21997,365704,48,08-09-2020 04:17,2,245.84,Defective,Mail,89
Returns_Chunk3.csv,21998,246647,737,29-10-2021 23:39,2,330.36,Wrong Item,Pickup,47
Returns_Chunk3.csv,21999,196035,568,11-09-2022 07:16,1,72.27,Late Delivery,Mail,173
Returns_Chunk3.csv,22000,342301,685,13-04-2021 21:26,2,31.08,Wrong Item,Pickup,186
Returns_Chunk3.csv,22001,268360,280,24-09-2022 17:07,1,153.97,Changed Mind,Pickup,192
Returns_Chunk3.csv,22002,410088,835,01-12-2022 12:54,3,279.75,Defective,Pickup,111
Returns_Chunk3.csv,22003,173910,549,09-12-2023 20:07,2,160.6,Late Delivery,Pickup,161
Returns_Chunk3.csv,22004,405181,193,07-09-2022 12:41,1,110.33,Defective,In-Store,199
Returns_Chunk3.csv,22005,94383,876,23-08-2024 10:42,3,241.32,Late Delivery,In-Store,18
Returns_Chunk3.csv,22006,169922,571,25-12-2024 05:07,2,195.94,Defective,Pickup,91
Returns_Chunk3.csv,22007,329179,275,31-03-2020 10:30,1,164.95,Wrong Item,In-Store,72
Returns_Chunk3.csv,22008,401281,579,20-08-2020 09:32,2,347.78,Changed Mind,Mail,157
Returns_Chunk3.csv,22009,306821,811,11-08-2020 11:15,1,157.27,Wrong Item,Pickup,117
Returns_Chunk3.csv,22010,17554,116,20-02-2022 17:29,2,165.24,Changed Mind,Pickup,164
Returns_Chunk3.csv,22011,200533,342,18-12-2020 10:34,1,94.22,Defective,Mail,36
Returns_Chunk3.csv,22012,99677,863,30-12-2022 11:45,2,97.42,Wrong Item,Mail,138
Returns_Chunk3.csv,22013,495230,694,05-04-2020 12:44,1,149.98,Wrong Item,Pickup,62
Returns_Chunk3.csv,22014,320426,793,27-10-2021 03:52,2,367.74,Late Delivery,Mail,149
Returns_Chunk3.csv,22015,288921,548,20-04-2022 23:52,1,89.15,Wrong Item,Pickup,55
Returns_Chunk3.csv,22016,64392,819,12-08-2023 05:55,1,64.71,Changed Mind,Pickup,3
Returns_Chunk3.csv,22017,166900,861,02-05-2020 11:31,3,113.76,Defective,Pickup,188
Returns_Chunk3.csv,22018,21017,798,21-03-2022 08:26,3,481.74,Other,Mail,8
Returns_Chunk3.csv,22019,267679,912,08-06-2021 07:39,1,198.43,Late Delivery,Pickup,96
Returns_Chunk3.csv,22020,94119,784,04-03-2021 06:18,2,200.36,Other,Pickup,136
Returns_Chunk3.csv,22021,267285,117,27-08-2024 20:56,2,154,Other,Mail,166
Returns_Chunk3.csv,22022,268989,3,22-02-2024 12:18,2,42.7,Late Delivery,In-Store,184
Returns_Chunk3.csv,22023,414906,976,21-01-2024 00:32,2,86.72,Wrong Item,Pickup,149
Returns_Chunk3.csv,22024,300633,513,31-12-2021 11:36,1,125.51,Wrong Item,Mail,166
Returns_Chunk3.csv,22025,388220,256,17-01-2023 15:21,1,58.08,Late Delivery,Pickup,45
Returns_Chunk3.csv,22026,352161,748,17-06-2023 05:52,3,315.42,Late Delivery,In-Store,140
Returns_Chunk3.csv,22027,299091,202,23-07-2022 02:26,3,290.04,Wrong Item,Mail,57
Returns_Chunk3.csv,22028,456423,64,10-04-2022 20:56,2,312.2,Wrong Item,Pickup,53
Returns_Chunk3.csv,22029,460320,319,27-12-2024 01:54,3,422.88,Wrong Item,Mail,3
Returns_Chunk3.csv,22030,335630,41,26-07-2023 04:42,1,130.21,Wrong Item,Mail,49
Returns_Chunk3.csv,22031,364586,380,12-02-2021 18:10,3,42.36,Defective,Mail,30
Returns_Chunk3.csv,22032,351474,208,22-08-2020 17:50,2,368.18,Changed Mind,Pickup,34
Returns_Chunk3.csv,22033,226671,43,22-02-2020 05:35,2,203.14,Late Delivery,Mail,151
Returns_Chunk3.csv,22034,429247,477,11-04-2024 02:23,1,141.16,Wrong Item,Pickup,69
Returns_Chunk3.csv,22035,325924,126,23-01-2021 08:59,3,275.61,Late Delivery,In-Store,137
Returns_Chunk3.csv,22036,160723,781,30-12-2022 12:41,1,108.04,Changed Mind,Pickup,87
Returns_Chunk3.csv,22037,337430,889,01-07-2023 00:19,1,189.97,Late Delivery,Mail,176
Returns_Chunk3.csv,22038,205274,813,02-05-2022 20:11,2,125.24,Changed Mind,Mail,141
Returns_Chunk3.csv,22039,186339,50,13-07-2022 01:53,3,47.61,Changed Mind,In-Store,76
Returns_Chunk3.csv,22040,1822,805,21-02-2020 17:12,2,65.9,Wrong Item,Pickup,17
Returns_Chunk3.csv,22041,495187,261,27-03-2022 01:21,2,249.8,Changed Mind,Pickup,92
Returns_Chunk3.csv,22042,418035,334,22-08-2022 08:14,3,230.97,Defective,In-Store,51
Returns_Chunk3.csv,22043,44707,492,02-11-2023 14:07,3,85.74,Late Delivery,In-Store,138
Returns_Chunk3.csv,22044,492451,973,26-08-2023 18:55,3,178.02,Wrong Item,Pickup,125
Returns_Chunk3.csv,22045,255695,892,25-10-2024 09:21,1,79.68,Defective,In-Store,89
Returns_Chunk3.csv,22046,172380,974,24-06-2023 04:39,3,270.9,Defective,In-Store,30
Returns_Chunk3.csv,22047,427984,139,19-10-2020 18:43,3,433.98,Wrong Item,In-Store,35
Returns_Chunk3.csv,22048,369897,734,16-11-2022 00:12,3,544.98,Late Delivery,Pickup,43
Returns_Chunk3.csv,22049,36596,378,18-01-2024 19:46,3,599.97,Defective,Pickup,183
Returns_Chunk3.csv,22050,496325,571,21-06-2022 17:06,1,48.73,Wrong Item,Mail,47
Returns_Chunk3.csv,22051,55952,958,01-03-2020 14:24,1,97.51,Late Delivery,Mail,97
Returns_Chunk3.csv,22052,71686,594,29-11-2022 15:30,1,39.62,Changed Mind,Pickup,14
Returns_Chunk3.csv,22053,452441,362,06-03-2021 18:40,1,51.32,Late Delivery,Mail,67
Returns_Chunk3.csv,22054,219959,460,03-07-2022 13:36,3,462.69,Defective,In-Store,177
Returns_Chunk3.csv,22055,389128,275,22-12-2021 10:20,3,564.39,Defective,Mail,107
Returns_Chunk3.csv,22056,148546,69,03-03-2020 22:51,1,103.25,Wrong Item,Pickup,68
Returns_Chunk3.csv,22057,296070,582,14-05-2024 23:47,1,183.06,Defective,Mail,43
Returns_Chunk3.csv,22058,333463,779,17-01-2022 08:04,2,205.84,Late Delivery,In-Store,142
Returns_Chunk3.csv,22059,477487,796,28-08-2021 20:32,1,135.98,Changed Mind,Mail,132
Returns_Chunk3.csv,22060,202387,841,09-03-2020 00:06,1,177.33,Wrong Item,Pickup,80
Returns_Chunk3.csv,22061,44170,164,23-01-2020 17:37,1,145.88,Late Delivery,Mail,1
Returns_Chunk3.csv,22062,11217,748,10-09-2020 10:53,2,179.52,Wrong Item,In-Store,173
Returns_Chunk3.csv,22063,276609,985,18-10-2023 15:17,2,222.36,Late Delivery,Pickup,87
Returns_Chunk3.csv,22064,70475,806,20-02-2023 17:15,3,144.66,Late Delivery,Pickup,9
Returns_Chunk3.csv,22065,140899,621,04-11-2020 08:47,2,391.96,Other,Mail,36
Returns_Chunk3.csv,22066,454583,620,13-06-2021 15:28,3,440.49,Other,In-Store,126
Returns_Chunk3.csv,22067,41026,896,07-02-2021 08:40,2,20.7,Other,Pickup,172
Returns_Chunk3.csv,22068,400394,42,24-02-2020 10:54,2,44.46,Defective,In-Store,48
Returns_Chunk3.csv,22069,229154,535,21-08-2024 06:14,1,90.5,Defective,In-Store,88
Returns_Chunk3.csv,22070,3075,334,25-08-2020 07:09,1,63.8,Changed Mind,Pickup,184
Returns_Chunk3.csv,22071,292195,434,04-02-2020 19:06,2,238.74,Wrong Item,Pickup,196
Returns_Chunk3.csv,22072,187463,78,02-09-2023 06:04,1,23.64,Wrong Item,Mail,9
Returns_Chunk3.csv,22073,141062,785,01-06-2022 04:11,1,147.88,Wrong Item,Mail,147
Returns_Chunk3.csv,22074,286554,132,31-12-2021 02:07,1,95.49,Other,Pickup,175
Returns_Chunk3.csv,22075,456018,11,22-06-2022 23:05,1,108.01,Changed Mind,In-Store,133
Returns_Chunk3.csv,22076,13415,371,02-07-2021 18:14,2,286.44,Late Delivery,In-Store,97
Returns_Chunk3.csv,22077,140994,867,23-03-2023 09:18,1,6.47,Late Delivery,Mail,52
Returns_Chunk3.csv,22078,372543,691,14-08-2021 00:21,2,277.36,Late Delivery,Mail,106
Returns_Chunk3.csv,22079,256266,211,08-01-2021 05:26,3,32.01,Defective,Pickup,56
Returns_Chunk3.csv,22080,53620,273,31-05-2022 02:51,3,374.52,Other,Pickup,172
Returns_Chunk3.csv,22081,465607,596,02-04-2024 17:04,1,35.38,Other,In-Store,178
Returns_Chunk3.csv,22082,86688,151,14-04-2024 11:05,2,62.06,Defective,Pickup,113
Returns_Chunk3.csv,22083,96727,239,28-07-2023 23:06,1,179.63,Other,Mail,96
Returns_Chunk3.csv,22084,36386,115,08-11-2022 03:28,2,65.84,Changed Mind,In-Store,57
Returns_Chunk3.csv,22085,124596,818,10-05-2022 18:14,3,161.97,Other,In-Store,131
Returns_Chunk3.csv,22086,176212,770,22-07-2021 20:22,2,270.82,Changed Mind,In-Store,114
Returns_Chunk3.csv,22087,487693,746,08-09-2022 15:04,1,181.32,Defective,Pickup,173
Returns_Chunk3.csv,22088,345537,413,05-10-2022 04:51,2,98.28,Changed Mind,Mail,108
Returns_Chunk3.csv,22089,383824,564,21-08-2023 03:51,3,536.7,Other,Mail,142
Returns_Chunk3.csv,22090,151314,52,17-09-2022 10:33,2,361.38,Late Delivery,Mail,165
Returns_Chunk3.csv,22091,488905,887,06-03-2024 03:46,1,98.87,Wrong Item,In-Store,133
Returns_Chunk3.csv,22092,4142,761,16-04-2021 00:37,3,171.75,Changed Mind,In-Store,165
Returns_Chunk3.csv,22093,420145,26,14-11-2024 14:49,1,61.55,Changed Mind,Mail,93
Returns_Chunk3.csv,22094,451035,997,02-05-2022 01:46,3,159.21,Late Delivery,Pickup,170
