payment_id,payment_type,payment_status
35963,Bank Transfer,Failed
35964,Cash,Completed
35965,Digital Wallet,Refunded
35966,Digital Wallet,Refunded
35967,Credit Card,Pending
35968,Credit Card,Refunded
35969,Credit Card,Refunded
35970,Cash,Refunded
35971,Debit Card,Failed
35972,Bank Transfer,Refunded
35973,Bank Transfer,Completed
35974,Digital Wallet,Pending
35975,Credit Card,Refunded
35976,Bank Transfer,Failed
35977,Bank Transfer,Refunded
35978,Bank Transfer,Failed
35979,Bank Transfer,Refunded
35980,Cash,Completed
35981,Digital Wallet,Refunded
35982,Cash,Completed
35983,Digital Wallet,Completed
35984,Cash,Refunded
35985,Debit Card,Failed
35986,Digital Wallet,Completed
35987,Credit Card,Pending
35988,Credit Card,Refunded
35989,Debit Card,Pending
35990,Bank Transfer,Pending
35991,Bank Transfer,Failed
35992,Digital Wallet,Failed
35993,Bank Transfer,Completed
35994,Debit Card,Refunded
35995,Bank Transfer,Refunded
35996,Cash,Refunded
35997,UPI,Failed
35998,Bank Transfer,Completed
35999,Debit Card,Refunded
36000,Debit Card,Refunded
36001,UPI,Failed
36002,Cash,Failed
36003,Bank Transfer,Failed
36004,UPI,Completed
36005,Bank Transfer,Pending
36006,Debit Card,Completed
36007,Cash,Completed
36008,UPI,Failed
36009,UPI,Completed
36010,Bank Transfer,Refunded
36011,Cash,Failed
36012,Digital Wallet,Completed
36013,Credit Card,Failed
36014,UPI,Failed
36015,Bank Transfer,Completed
36016,Cash,Refunded
36017,UPI,Completed
36018,Bank Transfer,Failed
36019,Credit Card,Refunded
36020,Credit Card,Pending
36021,UPI,Failed
36022,Cash,Completed
36023,Bank Transfer,Failed
36024,Bank Transfer,Completed
36025,Cash,Failed
36026,Digital Wallet,Pending
36027,Credit Card,Completed
36028,Bank Transfer,Completed
36029,Digital Wallet,Failed
36030,Bank Transfer,Completed
36031,Bank Transfer,Pending
36032,Debit Card,Pending
36033,Digital Wallet,Completed
36034,Cash,Pending
36035,UPI,Completed
36036,Bank Transfer,Completed
36037,Credit Card,Failed
36038,Credit Card,Pending
36039,Debit Card,Pending
36040,UPI,Completed
36041,Credit Card,Pending
36042,Bank Transfer,Pending
36043,UPI,Completed
36044,Digital Wallet,Pending
36045,Digital Wallet,Failed
36046,Cash,Completed
36047,Bank Transfer,Completed
36048,Digital Wallet,Completed
36049,Cash,Refunded
36050,Cash,Pending
36051,Cash,Pending
36052,Debit Card,Pending
36053,Debit Card,Refunded
36054,UPI,Completed
36055,Cash,Pending
36056,Debit Card,Pending
36057,UPI,Completed
36058,Debit Card,Completed
36059,Cash,Refunded
36060,UPI,Refunded
36061,Debit Card,Refunded
36062,UPI,Failed
36063,Debit Card,Refunded
36064,Debit Card,Refunded
36065,UPI,Failed
36066,Credit Card,Failed
36067,Credit Card,Failed
36068,UPI,Failed
36069,Credit Card,Completed
36070,Digital Wallet,Refunded
36071,Credit Card,Pending
36072,Cash,Refunded
36073,Credit Card,Refunded
36074,UPI,Refunded
36075,Cash,Failed
36076,Bank Transfer,Refunded
36077,UPI,Refunded
36078,Bank Transfer,Failed
36079,Debit Card,Failed
36080,Credit Card,Pending
36081,Digital Wallet,Refunded
36082,Credit Card,Refunded
36083,Bank Transfer,Refunded
36084,Credit Card,Failed
36085,Cash,Refunded
36086,Digital Wallet,Failed
36087,Credit Card,Pending
36088,Debit Card,Completed
36089,Bank Transfer,Refunded
36090,Debit Card,Failed
36091,Debit Card,Failed
36092,Digital Wallet,Completed
36093,UPI,Failed
36094,Debit Card,Refunded
36095,Cash,Completed
36096,Cash,Completed
36097,Debit Card,Completed
36098,Bank Transfer,Refunded
36099,Debit Card,Refunded
36100,Cash,Completed
36101,Digital Wallet,Completed
36102,Cash,Failed
36103,Bank Transfer,Refunded
36104,Credit Card,Refunded
36105,UPI,Failed
36106,Bank Transfer,Failed
36107,Digital Wallet,Completed
36108,Cash,Pending
36109,UPI,Pending
36110,Credit Card,Completed
36111,Cash,Completed
36112,UPI,Pending
36113,Cash,Failed
36114,Bank Transfer,Failed
36115,Cash,Pending
36116,Bank Transfer,Pending
36117,Digital Wallet,Failed
36118,Digital Wallet,Failed
36119,Credit Card,Refunded
36120,Cash,Refunded
36121,Credit Card,Pending
36122,Credit Card,Refunded
36123,Debit Card,Failed
36124,UPI,Pending
36125,Bank Transfer,Pending
36126,UPI,Refunded
36127,Cash,Pending
36128,Digital Wallet,Pending
36129,Credit Card,Refunded
36130,Credit Card,Failed
36131,Cash,Refunded
36132,UPI,Failed
36133,UPI,Completed
36134,UPI,Completed
36135,Digital Wallet,Failed
36136,UPI,Completed
36137,Digital Wallet,Completed
36138,Digital Wallet,Failed
36139,UPI,Refunded
36140,Cash,Completed
36141,Bank Transfer,Pending
36142,UPI,Pending
36143,UPI,Failed
36144,Bank Transfer,Refunded
36145,Bank Transfer,Completed
36146,Credit Card,Pending
36147,Cash,Pending
36148,UPI,Refunded
36149,Cash,Failed
36150,Credit Card,Failed
36151,Bank Transfer,Failed
36152,Digital Wallet,Refunded
36153,Bank Transfer,Failed
36154,Debit Card,Pending
36155,Cash,Pending
36156,Credit Card,Completed
36157,UPI,Pending
36158,Debit Card,Refunded
36159,Bank Transfer,Pending
36160,UPI,Pending
36161,UPI,Failed
36162,Digital Wallet,Failed
36163,Credit Card,Pending
36164,UPI,Failed
36165,Debit Card,Pending
36166,Digital Wallet,Completed
36167,Bank Transfer,Completed
36168,Cash,Failed
36169,Bank Transfer,Completed
36170,Cash,Completed
36171,Cash,Pending
36172,Credit Card,Pending
36173,UPI,Pending
36174,Cash,Pending
36175,Cash,Completed
36176,Credit Card,Pending
36177,Debit Card,Refunded
36178,Cash,Refunded
36179,Bank Transfer,Completed
36180,Credit Card,Completed
36181,Credit Card,Pending
36182,Bank Transfer,Completed
36183,Cash,Pending
36184,Cash,Failed
36185,Bank Transfer,Completed
36186,UPI,Pending
36187,Debit Card,Completed
36188,Cash,Completed
36189,Credit Card,Refunded
36190,Bank Transfer,Failed
36191,Digital Wallet,Completed
36192,Bank Transfer,Refunded
36193,Digital Wallet,Refunded
36194,UPI,Refunded
36195,UPI,Failed
36196,Cash,Completed
36197,Cash,Pending
36198,Cash,Failed
36199,Digital Wallet,Failed
36200,Bank Transfer,Pending
36201,UPI,Refunded
36202,Debit Card,Pending
36203,Bank Transfer,Completed
36204,UPI,Failed
36205,Bank Transfer,Refunded
36206,Cash,Refunded
36207,Debit Card,Refunded
36208,Digital Wallet,Completed
36209,UPI,Completed
36210,Debit Card,Refunded
36211,Cash,Failed
36212,Digital Wallet,Failed
36213,Credit Card,Completed
36214,Debit Card,Refunded
36215,Bank Transfer,Pending
36216,Digital Wallet,Completed
36217,Bank Transfer,Refunded
36218,UPI,Completed
36219,Cash,Pending
36220,Cash,Pending
36221,UPI,Failed
36222,Debit Card,Completed
36223,Credit Card,Failed
36224,Debit Card,Refunded
36225,Bank Transfer,Failed
36226,Credit Card,Pending
36227,Credit Card,Refunded
36228,Credit Card,Refunded
36229,UPI,Failed
36230,UPI,Refunded
36231,Credit Card,Refunded
36232,UPI,Refunded
36233,Credit Card,Completed
36234,Debit Card,Refunded
36235,Debit Card,Pending
36236,Cash,Pending
36237,UPI,Refunded
36238,Cash,Failed
36239,Debit Card,Completed
36240,Credit Card,Failed
36241,Credit Card,Completed
36242,UPI,Pending
36243,UPI,Refunded
36244,Cash,Failed
36245,UPI,Failed
36246,Credit Card,Pending
36247,Digital Wallet,Pending
36248,Cash,Pending
36249,UPI,Completed
36250,Credit Card,Refunded
36251,Credit Card,Pending
36252,Digital Wallet,Failed
36253,Bank Transfer,Failed
36254,Credit Card,Pending
36255,Credit Card,Refunded
36256,UPI,Completed
36257,Bank Transfer,Pending
36258,Debit Card,Completed
36259,Cash,Completed
36260,Digital Wallet,Refunded
36261,UPI,Refunded
36262,Cash,Completed
36263,Cash,Failed
36264,Credit Card,Pending
36265,Digital Wallet,Failed
36266,UPI,Pending
36267,Credit Card,Refunded
36268,UPI,Pending
36269,UPI,Failed
36270,Digital Wallet,Pending
36271,Debit Card,Failed
36272,UPI,Refunded
36273,Bank Transfer,Refunded
36274,Cash,Failed
36275,Credit Card,Refunded
36276,Digital Wallet,Failed
36277,Bank Transfer,Refunded
36278,Bank Transfer,Refunded
36279,Credit Card,Refunded
36280,Bank Transfer,Refunded
36281,Digital Wallet,Pending
36282,UPI,Completed
36283,Cash,Refunded
36284,Credit Card,Completed
36285,Debit Card,Refunded
36286,Credit Card,Refunded
36287,Debit Card,Pending
36288,Debit Card,Refunded
36289,Credit Card,Refunded
36290,Digital Wallet,Pending
36291,Bank Transfer,Failed
36292,Cash,Failed
36293,Debit Card,Failed
36294,Digital Wallet,Completed
36295,Digital Wallet,Pending
36296,UPI,Pending
36297,Cash,Completed
36298,Debit Card,Refunded
36299,Debit Card,Pending
36300,Cash,Failed
36301,Digital Wallet,Refunded
36302,Cash,Failed
36303,UPI,Failed
36304,UPI,Refunded
36305,Bank Transfer,Failed
36306,Cash,Failed
36307,Debit Card,Completed
36308,Bank Transfer,Completed
36309,UPI,Pending
36310,Cash,Completed
36311,Cash,Pending
36312,Digital Wallet,Completed
36313,Bank Transfer,Failed
36314,Debit Card,Failed
36315,UPI,Completed
36316,Debit Card,Completed
36317,Credit Card,Refunded
36318,Bank Transfer,Completed
36319,UPI,Pending
36320,Digital Wallet,Refunded
36321,UPI,Completed
36322,Cash,Pending
36323,Debit Card,Refunded
36324,Digital Wallet,Completed
36325,Cash,Pending
36326,Bank Transfer,Completed
36327,Bank Transfer,Pending
36328,Digital Wallet,Pending
36329,UPI,Failed
36330,Bank Transfer,Pending
36331,Debit Card,Completed
36332,Credit Card,Failed
36333,Credit Card,Completed
36334,Cash,Failed
36335,Bank Transfer,Completed
36336,UPI,Refunded
36337,UPI,Refunded
36338,Credit Card,Pending
36339,UPI,Failed
36340,Debit Card,Pending
36341,Cash,Refunded
36342,Cash,Failed
36343,UPI,Failed
36344,Digital Wallet,Failed
36345,Bank Transfer,Pending
36346,Debit Card,Completed
36347,Bank Transfer,Failed
36348,Digital Wallet,Pending
36349,Credit Card,Refunded
36350,Debit Card,Pending
36351,Bank Transfer,Pending
36352,Bank Transfer,Pending
36353,Digital Wallet,Refunded
36354,Bank Transfer,Completed
36355,Cash,Pending
36356,Credit Card,Failed
36357,UPI,Completed
36358,Digital Wallet,Pending
36359,UPI,Completed
36360,Digital Wallet,Completed
36361,Credit Card,Completed
36362,UPI,Completed
36363,UPI,Refunded
36364,Cash,Pending
36365,UPI,Completed
36366,Digital Wallet,Refunded
36367,Debit Card,Refunded
36368,Bank Transfer,Pending
36369,UPI,Pending
36370,Bank Transfer,Refunded
36371,Debit Card,Pending
36372,Cash,Refunded
36373,Credit Card,Completed
36374,Bank Transfer,Refunded
36375,Bank Transfer,Completed
36376,Debit Card,Pending
36377,Digital Wallet,Pending
36378,Debit Card,Failed
36379,UPI,Completed
36380,Credit Card,Pending
36381,Cash,Refunded
36382,Digital Wallet,Failed
36383,Bank Transfer,Failed
36384,UPI,Refunded
36385,Cash,Failed
36386,Digital Wallet,Pending
36387,Digital Wallet,Completed
36388,Debit Card,Failed
36389,Debit Card,Pending
36390,Bank Transfer,Refunded
36391,Cash,Refunded
36392,Credit Card,Failed
36393,Digital Wallet,Completed
36394,Cash,Refunded
36395,UPI,Refunded
36396,UPI,Pending
36397,Cash,Refunded
36398,Credit Card,Pending
36399,UPI,Pending
36400,Digital Wallet,Pending
36401,Bank Transfer,Completed
36402,UPI,Refunded
36403,Debit Card,Pending
36404,Debit Card,Completed
36405,Cash,Completed
36406,Credit Card,Pending
36407,Bank Transfer,Pending
36408,Bank Transfer,Failed
36409,Digital Wallet,Completed
36410,UPI,Pending
36411,Debit Card,Refunded
36412,Debit Card,Failed
36413,Debit Card,Refunded
36414,Credit Card,Refunded
36415,Digital Wallet,Failed
36416,Credit Card,Pending
36417,Digital Wallet,Refunded
36418,UPI,Completed
36419,Bank Transfer,Refunded
36420,Bank Transfer,Refunded
36421,UPI,Completed
36422,Credit Card,Failed
36423,Cash,Failed
36424,Bank Transfer,Failed
36425,Cash,Pending
36426,Digital Wallet,Refunded
36427,Debit Card,Pending
36428,Debit Card,Refunded
36429,UPI,Failed
36430,Digital Wallet,Pending
36431,Cash,Completed
36432,Digital Wallet,Failed
36433,Digital Wallet,Pending
36434,Cash,Refunded
36435,UPI,Refunded
36436,UPI,Pending
36437,Cash,Completed
36438,Debit Card,Refunded
36439,Digital Wallet,Completed
36440,Credit Card,Failed
36441,Cash,Completed
36442,Debit Card,Pending
36443,Digital Wallet,Failed
36444,Debit Card,Refunded
36445,Debit Card,Refunded
36446,Debit Card,Completed
36447,Credit Card,Refunded
36448,Cash,Completed
36449,Bank Transfer,Completed
36450,Credit Card,Completed
36451,UPI,Pending
36452,Digital Wallet,Completed
36453,Debit Card,Completed
36454,Debit Card,Refunded
36455,Bank Transfer,Failed
36456,UPI,Pending
36457,Digital Wallet,Refunded
36458,Bank Transfer,Completed
36459,Credit Card,Refunded
36460,Cash,Pending
36461,Credit Card,Refunded
36462,Credit Card,Pending
36463,Bank Transfer,Completed
36464,UPI,Failed
36465,Debit Card,Refunded
36466,UPI,Refunded
36467,Cash,Refunded
36468,Credit Card,Refunded
36469,Cash,Refunded
36470,Debit Card,Pending
36471,Digital Wallet,Refunded
36472,Digital Wallet,Completed
36473,Bank Transfer,Pending
36474,Cash,Pending
36475,Digital Wallet,Pending
36476,Credit Card,Completed
36477,Bank Transfer,Failed
36478,Credit Card,Refunded
36479,Bank Transfer,Failed
36480,Bank Transfer,Pending
36481,Cash,Failed
36482,Digital Wallet,Pending
36483,Credit Card,Pending
36484,Bank Transfer,Refunded
36485,UPI,Failed
36486,Credit Card,Refunded
36487,UPI,Completed
36488,Digital Wallet,Pending
36489,Debit Card,Failed
36490,Cash,Pending
36491,Debit Card,Completed
36492,Digital Wallet,Failed
36493,Digital Wallet,Pending
36494,Debit Card,Completed
36495,Debit Card,Refunded
36496,Debit Card,Pending
36497,Digital Wallet,Failed
36498,Debit Card,Pending
36499,Debit Card,Failed
36500,Debit Card,Refunded
36501,Cash,Pending
36502,Credit Card,Pending
36503,UPI,Completed
36504,Digital Wallet,Completed
36505,Debit Card,Failed
36506,Digital Wallet,Failed
36507,Debit Card,Refunded
36508,Digital Wallet,Completed
36509,Credit Card,Completed
36510,Credit Card,Pending
36511,UPI,Completed
36512,Digital Wallet,Refunded
36513,UPI,Refunded
36514,Digital Wallet,Pending
36515,Debit Card,Failed
36516,Credit Card,Completed
36517,Debit Card,Pending
36518,Bank Transfer,Completed
36519,UPI,Refunded
36520,Bank Transfer,Refunded
36521,Cash,Refunded
36522,Digital Wallet,Refunded
36523,Bank Transfer,Refunded
36524,Cash,Refunded
36525,Digital Wallet,Refunded
36526,Debit Card,Refunded
36527,UPI,Completed
36528,Bank Transfer,Pending
36529,Debit Card,Failed
36530,Digital Wallet,Pending
36531,Digital Wallet,Pending
36532,Bank Transfer,Failed
36533,Digital Wallet,Refunded
36534,Debit Card,Completed
36535,Digital Wallet,Refunded
36536,Bank Transfer,Failed
36537,Debit Card,Pending
36538,Debit Card,Failed
36539,Debit Card,Completed
36540,Credit Card,Pending
36541,Cash,Failed
36542,UPI,Failed
36543,Cash,Refunded
36544,Cash,Pending
36545,Digital Wallet,Refunded
36546,Bank Transfer,Completed
36547,Cash,Completed
36548,UPI,Completed
36549,UPI,Pending
36550,Credit Card,Failed
36551,Bank Transfer,Completed
36552,Credit Card,Failed
36553,Bank Transfer,Pending
36554,Credit Card,Refunded
36555,UPI,Pending
36556,Digital Wallet,Completed
36557,Digital Wallet,Completed
36558,Debit Card,Completed
36559,Cash,Refunded
36560,UPI,Pending
36561,Cash,Completed
36562,Bank Transfer,Refunded
36563,Bank Transfer,Completed
36564,Cash,Completed
36565,Digital Wallet,Refunded
36566,UPI,Completed
36567,Digital Wallet,Completed
36568,UPI,Refunded
36569,Bank Transfer,Pending
36570,Bank Transfer,Failed
36571,Cash,Completed
36572,Bank Transfer,Refunded
36573,UPI,Pending
36574,Bank Transfer,Pending
36575,Digital Wallet,Refunded
36576,Bank Transfer,Refunded
36577,Debit Card,Refunded
36578,Debit Card,Completed
36579,Debit Card,Failed
36580,UPI,Completed
36581,Cash,Refunded
36582,Debit Card,Failed
36583,Cash,Pending
36584,UPI,Failed
36585,Digital Wallet,Pending
36586,Debit Card,Completed
36587,Debit Card,Pending
36588,Credit Card,Pending
36589,Credit Card,Failed
36590,Cash,Pending
36591,Bank Transfer,Refunded
36592,UPI,Failed
36593,UPI,Refunded
36594,Cash,Completed
36595,UPI,Pending
36596,Debit Card,Completed
36597,Cash,Completed
36598,Debit Card,Completed
36599,Bank Transfer,Failed
36600,Debit Card,Completed
36601,Bank Transfer,Refunded
36602,Cash,Failed
36603,Bank Transfer,Refunded
36604,Credit Card,Completed
36605,Cash,Pending
36606,Credit Card,Refunded
36607,Cash,Failed
36608,Cash,Pending
36609,Debit Card,Pending
36610,Cash,Refunded
36611,Bank Transfer,Pending
36612,Bank Transfer,Failed
36613,Credit Card,Pending
36614,UPI,Failed
36615,Bank Transfer,Pending
36616,Credit Card,Completed
36617,Debit Card,Refunded
36618,Credit Card,Failed
36619,UPI,Completed
36620,Bank Transfer,Refunded
36621,UPI,Completed
36622,Credit Card,Completed
36623,Bank Transfer,Refunded
36624,Bank Transfer,Failed
36625,Credit Card,Completed
36626,Debit Card,Completed
36627,UPI,Refunded
36628,Bank Transfer,Pending
36629,Cash,Pending
36630,Credit Card,Failed
36631,Digital Wallet,Completed
36632,Debit Card,Pending
36633,Credit Card,Refunded
36634,Digital Wallet,Pending
36635,Cash,Failed
36636,Debit Card,Completed
36637,Cash,Failed
36638,Bank Transfer,Pending
36639,Cash,Pending
36640,Bank Transfer,Completed
36641,UPI,Failed
36642,Bank Transfer,Refunded
36643,UPI,Pending
36644,Digital Wallet,Pending
36645,Digital Wallet,Completed
36646,UPI,Completed
36647,Credit Card,Failed
36648,Cash,Completed
36649,Credit Card,Pending
36650,Bank Transfer,Refunded
36651,Credit Card,Pending
36652,UPI,Refunded
36653,Digital Wallet,Failed
36654,Cash,Completed
36655,Bank Transfer,Pending
36656,Bank Transfer,Completed
36657,Debit Card,Pending
36658,Credit Card,Refunded
36659,Credit Card,Refunded
36660,Credit Card,Pending
36661,Cash,Pending
36662,Digital Wallet,Completed
36663,Credit Card,Failed
36664,Cash,Refunded
36665,Cash,Refunded
36666,UPI,Failed
36667,Debit Card,Pending
36668,Debit Card,Pending
36669,Cash,Failed
36670,UPI,Pending
36671,Cash,Failed
36672,Digital Wallet,Completed
36673,Cash,Pending
36674,Debit Card,Failed
36675,Cash,Pending
36676,Bank Transfer,Pending
36677,UPI,Completed
36678,Digital Wallet,Failed
36679,Cash,Completed
36680,Cash,Completed
36681,Credit Card,Refunded
36682,Cash,Refunded
36683,Credit Card,Completed
36684,Debit Card,Completed
36685,Debit Card,Failed
36686,Digital Wallet,Pending
36687,Credit Card,Failed
36688,Credit Card,Refunded
36689,Debit Card,Failed
36690,Cash,Completed
36691,Credit Card,Pending
36692,Digital Wallet,Refunded
36693,Bank Transfer,Completed
36694,Credit Card,Refunded
36695,UPI,Failed
36696,Debit Card,Completed
36697,Debit Card,Completed
36698,UPI,Completed
36699,Cash,Completed
36700,Bank Transfer,Failed
36701,Bank Transfer,Refunded
36702,Debit Card,Completed
36703,Digital Wallet,Refunded
36704,Bank Transfer,Refunded
36705,Digital Wallet,Refunded
36706,Bank Transfer,Completed
36707,Digital Wallet,Refunded
36708,Bank Transfer,Pending
36709,Bank Transfer,Pending
36710,Credit Card,Failed
36711,Credit Card,Completed
36712,Digital Wallet,Completed
36713,Digital Wallet,Failed
36714,Debit Card,Failed
36715,Bank Transfer,Refunded
36716,UPI,Refunded
36717,Credit Card,Completed
36718,Bank Transfer,Failed
36719,Cash,Pending
36720,Digital Wallet,Pending
36721,Cash,Failed
36722,Cash,Completed
36723,Digital Wallet,Pending
36724,Bank Transfer,Pending
36725,UPI,Pending
36726,Bank Transfer,Pending
36727,Debit Card,Refunded
36728,Digital Wallet,Pending
36729,UPI,Refunded
36730,Cash,Refunded
36731,Digital Wallet,Completed
36732,Cash,Failed
36733,Debit Card,Refunded
36734,UPI,Failed
36735,Bank Transfer,Pending
36736,Digital Wallet,Failed
36737,Credit Card,Failed
36738,Cash,Completed
36739,Bank Transfer,Completed
36740,Credit Card,Completed
36741,Credit Card,Pending
36742,Debit Card,Failed
36743,Bank Transfer,Failed
36744,UPI,Failed
36745,Credit Card,Pending
36746,Debit Card,Failed
36747,Debit Card,Completed
36748,UPI,Pending
36749,Digital Wallet,Completed
36750,Cash,Pending
36751,Digital Wallet,Failed
36752,Debit Card,Pending
36753,Debit Card,Failed
36754,Debit Card,Failed
36755,Credit Card,Completed
36756,Debit Card,Failed
36757,UPI,Pending
36758,Credit Card,Refunded
36759,UPI,Failed
36760,Digital Wallet,Pending
36761,Bank Transfer,Completed
36762,Debit Card,Pending
36763,UPI,Pending
36764,Credit Card,Refunded
36765,Credit Card,Pending
36766,Credit Card,Refunded
36767,Debit Card,Completed
36768,Credit Card,Completed
36769,Cash,Refunded
36770,Cash,Pending
36771,Bank Transfer,Refunded
36772,Debit Card,Completed
36773,Digital Wallet,Completed
36774,UPI,Pending
36775,Debit Card,Completed
36776,Debit Card,Refunded
36777,Bank Transfer,Refunded
36778,Credit Card,Failed
36779,Digital Wallet,Refunded
36780,Debit Card,Refunded
36781,Digital Wallet,Completed
36782,Bank Transfer,Pending
36783,Cash,Refunded
36784,Cash,Failed
36785,Credit Card,Failed
36786,Bank Transfer,Pending
36787,Cash,Refunded
36788,Cash,Failed
36789,Cash,Pending
36790,Debit Card,Completed
36791,UPI,Failed
36792,Bank Transfer,Pending
36793,Debit Card,Completed
36794,Cash,Failed
36795,Credit Card,Failed
36796,Digital Wallet,Completed
36797,Debit Card,Failed
36798,Bank Transfer,Refunded
36799,Credit Card,Refunded
36800,Bank Transfer,Completed
36801,Debit Card,Pending
36802,Cash,Failed
36803,Debit Card,Refunded
36804,Bank Transfer,Pending
36805,UPI,Pending
36806,Bank Transfer,Pending
36807,Credit Card,Pending
36808,Digital Wallet,Completed
36809,Debit Card,Completed
36810,Credit Card,Failed
36811,Bank Transfer,Pending
36812,UPI,Refunded
36813,Digital Wallet,Refunded
36814,Credit Card,Failed
36815,Debit Card,Refunded
36816,Cash,Failed
36817,Debit Card,Refunded
36818,Cash,Failed
36819,Cash,Refunded
36820,Credit Card,Refunded
36821,UPI,Pending
36822,Bank Transfer,Refunded
36823,UPI,Refunded
36824,Debit Card,Pending
36825,Bank Transfer,Completed
36826,Debit Card,Pending
36827,Debit Card,Completed
36828,Digital Wallet,Completed
36829,Bank Transfer,Completed
36830,UPI,Failed
36831,Digital Wallet,Failed
36832,Digital Wallet,Completed
36833,Bank Transfer,Completed
36834,Digital Wallet,Refunded
36835,Digital Wallet,Failed
36836,UPI,Pending
36837,UPI,Refunded
36838,Cash,Completed
36839,Debit Card,Pending
36840,Digital Wallet,Failed
36841,Debit Card,Failed
36842,Cash,Failed
36843,Credit Card,Pending
36844,Cash,Completed
36845,Digital Wallet,Failed
36846,Debit Card,Failed
36847,Debit Card,Completed
36848,Debit Card,Completed
36849,Digital Wallet,Pending
36850,Credit Card,Pending
36851,Credit Card,Failed
36852,UPI,Completed
36853,Cash,Pending
36854,Cash,Failed
36855,UPI,Pending
36856,UPI,Completed
36857,Digital Wallet,Completed
36858,Cash,Refunded
36859,Debit Card,Completed
36860,Digital Wallet,Completed
36861,Bank Transfer,Completed
36862,Debit Card,Refunded
36863,UPI,Completed
36864,Credit Card,Completed
36865,UPI,Failed
36866,Digital Wallet,Refunded
36867,Bank Transfer,Refunded
36868,Bank Transfer,Pending
36869,UPI,Completed
36870,Debit Card,Completed
36871,Debit Card,Pending
36872,Debit Card,Refunded
36873,UPI,Completed
36874,Bank Transfer,Completed
36875,UPI,Pending
36876,Digital Wallet,Refunded
36877,UPI,Completed
36878,Digital Wallet,Completed
36879,Bank Transfer,Pending
36880,Bank Transfer,Refunded
36881,Credit Card,Failed
36882,UPI,Failed
36883,Bank Transfer,Refunded
36884,Cash,Pending
36885,Debit Card,Pending
36886,Digital Wallet,Failed
36887,UPI,Completed
36888,Cash,Refunded
36889,Digital Wallet,Completed
36890,Bank Transfer,Pending
36891,UPI,Refunded
36892,UPI,Failed
36893,UPI,Refunded
36894,Digital Wallet,Refunded
36895,Debit Card,Completed
36896,Credit Card,Pending
36897,Debit Card,Completed
36898,Digital Wallet,Pending
36899,Digital Wallet,Failed
36900,Cash,Pending
36901,Cash,Completed
36902,Bank Transfer,Pending
36903,UPI,Failed
36904,Debit Card,Failed
36905,Digital Wallet,Refunded
36906,UPI,Completed
36907,Digital Wallet,Pending
36908,UPI,Refunded
36909,Bank Transfer,Pending
36910,Credit Card,Completed
36911,Debit Card,Failed
36912,Digital Wallet,Refunded
36913,Digital Wallet,Refunded
36914,Bank Transfer,Pending
36915,Debit Card,Failed
36916,Cash,Failed
36917,Debit Card,Failed
36918,Bank Transfer,Completed
36919,Bank Transfer,Pending
36920,Bank Transfer,Completed
36921,Credit Card,Completed
36922,Debit Card,Refunded
36923,Credit Card,Refunded
36924,Debit Card,Refunded
36925,Cash,Pending
36926,Bank Transfer,Refunded
36927,UPI,Failed
36928,Bank Transfer,Completed
36929,Credit Card,Refunded
36930,Credit Card,Refunded
36931,Digital Wallet,Failed
36932,Bank Transfer,Failed
36933,Debit Card,Pending
36934,Digital Wallet,Pending
36935,Debit Card,Failed
36936,Cash,Completed
36937,Cash,Failed
36938,Digital Wallet,Completed
36939,Bank Transfer,Refunded
36940,Credit Card,Completed
36941,Cash,Refunded
36942,Credit Card,Failed
36943,Debit Card,Refunded
36944,UPI,Completed
36945,Cash,Failed
36946,Digital Wallet,Pending
36947,Digital Wallet,Refunded
36948,UPI,Refunded
36949,UPI,Completed
36950,Cash,Failed
36951,UPI,Refunded
36952,Credit Card,Refunded
36953,UPI,Completed
36954,Bank Transfer,Completed
36955,Digital Wallet,Completed
36956,Debit Card,Completed
36957,Digital Wallet,Refunded
36958,Debit Card,Pending
36959,Bank Transfer,Completed
36960,Digital Wallet,Failed
36961,Cash,Refunded
36962,Digital Wallet,Completed
36963,UPI,Failed
36964,Cash,Refunded
36965,Debit Card,Completed
36966,Digital Wallet,Pending
36967,Digital Wallet,Completed
36968,Debit Card,Completed
36969,Credit Card,Refunded
36970,Bank Transfer,Completed
36971,Cash,Failed
36972,Digital Wallet,Failed
36973,Bank Transfer,Failed
36974,Debit Card,Failed
36975,Digital Wallet,Completed
36976,Credit Card,Refunded
36977,Digital Wallet,Completed
36978,Credit Card,Failed
36979,Bank Transfer,Refunded
36980,Cash,Refunded
36981,Credit Card,Failed
36982,Digital Wallet,Refunded
36983,Cash,Completed
36984,Cash,Completed
36985,UPI,Refunded
36986,UPI,Refunded
36987,Cash,Completed
36988,Bank Transfer,Failed
36989,Debit Card,Completed
36990,Cash,Failed
36991,Debit Card,Pending
36992,Digital Wallet,Pending
36993,Bank Transfer,Completed
36994,Digital Wallet,Pending
36995,UPI,Refunded
36996,Credit Card,Pending
36997,Debit Card,Refunded
36998,Digital Wallet,Failed
36999,Cash,Failed
37000,UPI,Failed
37001,Bank Transfer,Refunded
37002,UPI,Pending
37003,UPI,Failed
37004,UPI,Refunded
37005,Debit Card,Failed
37006,UPI,Failed
37007,Bank Transfer,Pending
37008,Cash,Pending
37009,Cash,Failed
37010,Debit Card,Completed
37011,UPI,Refunded
37012,Debit Card,Completed
37013,Digital Wallet,Completed
37014,UPI,Failed
37015,Bank Transfer,Completed
37016,UPI,Pending
37017,Digital Wallet,Refunded
