feedback_id,customer_id,product_id,rating,review_comment,feedback_date,sentiment_score
4129,6443,293,3,Excellent,2023-07-13,0.14
4130,207,888,2,Good,2023-08-03,0.46
4131,8448,165,5,Bad,2023-02-01,0.86
4132,363,895,1,Bad,2023-12-14,0.1
4133,9157,668,2,Good,2023-05-20,0.71
4134,9652,757,5,Average,2023-05-04,0.88
4135,3318,579,4,Bad,2023-03-26,0.44
4136,4208,291,4,Excellent,2023-01-21,0.01
4137,4358,210,2,Good,2023-12-18,0.35
4138,5983,270,3,Loved it,2023-12-01,0.75
4139,9071,325,2,Excellent,2023-08-08,0.24
4140,7872,661,5,Average,2023-05-22,0.94
4141,6966,439,4,Poor,2023-10-14,0.31
4142,9960,306,5,Excellent,2023-03-13,0.47
4143,1128,253,4,Poor,2023-09-20,0.41
4144,1950,390,4,Good,2023-10-19,0.21
4145,8832,23,5,Loved it,2023-08-07,0.29
4146,1180,831,4,Not satisfied,2023-12-29,0.59
4147,6968,342,4,Not satisfied,2023-11-14,0.61
4148,9827,729,2,Average,2023-06-14,0.66
4149,4407,434,4,Excellent,2023-02-20,0.59
4150,703,162,1,Not satisfied,2023-05-24,0.46
4151,4475,584,1,Not satisfied,2023-05-08,0.38
4152,2174,54,5,Excellent,2023-10-24,0.66
4153,7002,100,1,Good,2023-06-19,0.3
4154,4648,974,5,Good,2023-04-13,0.98
4155,8621,945,2,Not satisfied,2023-01-11,0.53
4156,2734,272,3,Average,2023-04-18,0.25
4157,5731,181,4,Not satisfied,2023-03-22,0.16
4158,2481,305,1,Not satisfied,2023-08-15,0.43
4159,1409,841,5,Loved it,2023-10-05,0.53
4160,639,658,5,Loved it,2023-07-27,0.33
4161,615,901,3,Not satisfied,2023-06-15,0.4
4162,6976,206,2,Bad,2023-06-25,0.95
4163,8634,605,4,Excellent,2023-11-18,0.06
4164,453,905,2,Excellent,2023-09-13,0.95
4165,543,28,5,Excellent,2023-07-28,0.08
4166,7018,380,2,Good,2023-01-05,0.07
4167,3220,915,2,Poor,2023-09-22,0.91
4168,2010,136,2,Average,2023-06-17,0.35
4169,589,219,2,Excellent,2023-09-30,0.26
4170,9522,404,3,Bad,2023-09-04,0.82
4171,7941,290,3,Good,2023-07-01,0.68
4172,9670,816,1,Poor,2023-02-12,0.53
4173,7119,149,1,Bad,2023-10-24,0.83
4174,8929,718,4,Good,2023-01-11,0.25
4175,2955,550,4,Loved it,2023-01-05,0.72
4176,5962,299,4,Loved it,2023-07-13,0.95
4177,9323,668,1,Average,2023-03-09,0.52
4178,8183,307,1,Poor,2023-11-21,0.44
4179,7641,609,4,Poor,2023-12-15,0.87
4180,5633,293,2,Poor,2023-12-08,0.31
4181,1826,12,2,Excellent,2023-02-08,0.86
4182,4219,432,3,Not satisfied,2023-10-10,0.82
4183,2980,423,4,Not satisfied,2023-03-22,0.45
4184,5912,309,5,Good,2023-06-15,0.38
4185,4190,865,4,Not satisfied,2023-07-14,0.05
4186,8800,278,3,Average,2023-11-26,0.33
4187,5402,521,2,Good,2023-11-30,0.5
4188,7027,50,1,Bad,2023-05-26,0.15
4189,7693,261,3,Excellent,2023-04-12,1.0
4190,2108,379,1,Excellent,2023-03-14,0.6
4191,3976,375,5,Loved it,2023-08-15,0.63
4192,9476,771,3,Loved it,2023-06-16,0.39
4193,3461,261,3,Not satisfied,2023-10-19,0.88
4194,1627,924,1,Not satisfied,2023-08-30,0.72
4195,975,147,4,Excellent,2023-01-06,0.09
4196,6744,949,5,Loved it,2023-10-20,0.42
4197,6854,989,3,Poor,2023-10-14,0.4
4198,3871,401,1,Poor,2023-10-18,0.19
4199,4194,559,3,Excellent,2023-09-05,0.89
4200,7933,56,3,Poor,2023-07-08,0.76
4201,676,121,5,Bad,2023-04-22,0.24
4202,807,823,5,Not satisfied,2023-12-27,0.32
4203,790,81,5,Good,2023-04-29,0.97
4204,723,175,1,Bad,2023-07-01,0.73
4205,2459,945,3,Loved it,2023-07-24,0.33
4206,4856,470,4,Good,2023-07-14,0.68
4207,5184,147,5,Poor,2023-03-09,0.93
4208,6887,898,2,Excellent,2023-12-09,0.49
4209,3791,555,4,Not satisfied,2023-08-19,0.59
4210,2382,185,5,Good,2023-11-28,0.54
4211,2095,795,5,Good,2023-09-29,0.56
4212,3438,681,4,Excellent,2023-01-14,0.97
4213,7636,479,4,Poor,2023-02-07,0.17
4214,4413,540,2,Average,2023-12-17,0.42
4215,441,1000,2,Poor,2023-09-30,0.32
4216,6706,123,4,Poor,2023-11-28,0.54
4217,2898,559,3,Good,2023-10-04,0.94
4218,2546,850,3,Not satisfied,2023-03-27,0.35
4219,2501,543,2,Average,2023-05-14,0.31
4220,4733,542,2,Loved it,2023-04-17,0.54
4221,3121,408,3,Bad,2023-01-24,0.66
4222,698,871,2,Good,2023-07-25,0.73
4223,1071,316,5,Good,2023-01-25,0.85
4224,3646,501,2,Loved it,2023-05-21,0.78
4225,5223,865,4,Not satisfied,2023-10-01,0.15
4226,7582,671,4,Excellent,2023-07-22,0.02
4227,1414,692,1,Average,2023-04-27,0.79
4228,4606,780,5,Bad,2023-05-14,0.73
4229,726,498,4,Average,2023-02-28,0.62
4230,7143,764,5,Loved it,2023-09-26,0.36
4231,2327,543,3,Bad,2023-06-22,0.6
4232,5695,4,4,Loved it,2023-07-18,0.73
4233,6488,115,5,Average,2023-07-26,0.96
4234,1321,218,1,Bad,2023-08-20,0.8
4235,7311,765,1,Loved it,2023-05-29,0.82
4236,4011,50,2,Poor,2023-03-18,0.69
4237,7978,798,4,Bad,2023-04-04,0.98
4238,7841,992,3,Good,2023-11-06,0.96
4239,9061,150,1,Loved it,2023-11-09,0.59
4240,2991,631,3,Bad,2023-08-15,0.75
4241,9672,794,5,Good,2023-02-16,0.03
4242,3107,101,1,Excellent,2023-06-06,0.23
4243,6742,483,1,Excellent,2023-10-10,0.2
4244,8178,503,3,Poor,2023-07-22,0.56
4245,4300,208,5,Not satisfied,2023-01-17,0.44
4246,6980,463,5,Loved it,2023-04-06,0.25
4247,1026,526,1,Poor,2023-12-28,0.36
4248,18,5,3,Average,2023-12-15,0.43
4249,6906,560,2,Not satisfied,2023-03-30,0.02
4250,2658,12,1,Average,2023-01-02,0.19
4251,3852,157,2,Excellent,2023-04-10,0.05
4252,4660,217,5,Excellent,2023-05-19,0.47
4253,7888,772,4,Poor,2023-08-10,0.89
4254,2822,276,2,Poor,2023-04-10,0.57
4255,3152,165,4,Loved it,2023-07-27,0.64
4256,635,117,5,Loved it,2023-08-10,0.69
4257,4086,889,4,Poor,2023-05-16,0.24
4258,3060,977,1,Bad,2023-08-15,0.11
4259,6333,450,4,Loved it,2023-08-11,0.58
4260,5367,919,2,Not satisfied,2023-03-21,0.89
4261,7259,412,4,Average,2023-04-29,0.38
4262,915,58,4,Poor,2023-06-26,0.27
4263,1005,427,3,Good,2023-09-12,0.87
4264,6687,333,1,Not satisfied,2023-02-18,0.55
4265,267,902,4,Poor,2023-09-17,0.65
4266,3088,227,4,Poor,2023-07-07,0.95
4267,771,409,5,Not satisfied,2023-08-16,0.52
4268,8032,601,2,Bad,2023-07-30,0.25
4269,6660,482,3,Poor,2023-01-23,0.17
4270,2317,128,1,Excellent,2023-05-27,0.64
4271,2422,738,2,Excellent,2023-05-20,0.7
4272,2983,971,3,Not satisfied,2023-11-15,0.4
4273,9824,615,1,Loved it,2023-06-15,0.02
4274,1027,142,2,Good,2023-12-30,0.52
4275,1598,106,1,Not satisfied,2023-08-22,0.43
4276,1787,495,2,Not satisfied,2023-06-24,0.57
4277,75,892,5,Bad,2023-07-03,0.2
4278,8133,948,3,Good,2023-07-25,0.35
4279,4643,678,2,Loved it,2023-02-03,0.53
4280,4781,998,1,Average,2023-09-25,0.79
4281,1955,989,5,Poor,2023-02-23,0.25
4282,27,824,3,Average,2023-06-29,0.72
4283,2805,78,5,Poor,2023-05-28,0.55
4284,604,514,4,Excellent,2023-10-07,0.7
4285,6472,506,4,Poor,2023-10-12,0.28
4286,5320,943,5,Loved it,2023-08-21,0.04
4287,9883,329,5,Not satisfied,2023-05-21,0.35
4288,7923,367,2,Average,2023-07-21,0.6
4289,2733,192,3,Bad,2023-07-28,0.16
4290,1460,76,1,Not satisfied,2023-02-05,0.64
4291,2549,302,5,Bad,2023-11-29,0.63
4292,6128,432,4,Not satisfied,2023-07-18,0.83
4293,9193,619,2,Poor,2023-08-26,0.26
4294,9468,358,2,Poor,2023-12-19,0.6
4295,805,986,3,Good,2023-04-15,0.57
4296,6186,205,5,Average,2023-12-25,0.54
4297,3164,213,4,Loved it,2023-08-17,0.73
4298,6388,406,3,Not satisfied,2023-09-13,0.53
4299,7633,947,5,Loved it,2023-04-09,0.66
4300,391,425,1,Bad,2023-11-22,0.65
4301,5679,639,2,Poor,2023-07-04,0.61
4302,1270,842,2,Not satisfied,2023-09-07,0.02
4303,4753,327,3,Poor,2023-12-05,0.57
4304,4044,626,4,Loved it,2023-01-28,0.71
4305,3349,626,3,Good,2023-04-22,0.24
4306,1681,892,1,Good,2023-04-14,0.65
4307,6679,51,5,Good,2023-05-06,0.09
4308,7008,523,4,Average,2023-09-20,0.58
4309,9230,994,2,Loved it,2023-11-11,0.21
4310,576,905,4,Average,2023-12-18,0.66
4311,9230,910,3,Excellent,2023-03-23,0.32
4312,3613,206,2,Poor,2023-03-06,0.02
4313,3318,32,5,Loved it,2023-03-16,0.54
4314,7825,196,2,Bad,2023-06-18,0.95
4315,8101,584,2,Not satisfied,2023-07-26,0.86
4316,7801,845,3,Loved it,2023-10-14,0.7
4317,2348,693,4,Excellent,2023-12-12,0.6
4318,4366,970,5,Loved it,2023-11-14,0.22
4319,8915,455,5,Loved it,2023-08-25,0.31
4320,7877,354,5,Poor,2023-11-02,0.06
4321,163,982,2,Bad,2023-11-08,0.19
4322,7440,537,2,Bad,2023-09-13,0.01
4323,4398,328,3,Good,2023-02-25,0.33
4324,2179,987,1,Not satisfied,2023-08-05,0.37
4325,6962,7,3,Good,2023-01-12,0.73
4326,8032,476,1,Loved it,2023-06-01,0.99
4327,8565,496,4,Not satisfied,2023-11-19,0.02
4328,6502,435,4,Bad,2023-01-29,0.9
4329,8695,786,2,Excellent,2023-06-12,0.43
4330,3745,430,2,Excellent,2023-09-22,0.34
4331,9426,771,1,Not satisfied,2023-07-11,0.4
4332,1917,684,2,Poor,2023-08-12,0.73
4333,5113,885,5,Good,2023-11-19,0.91
4334,8269,738,5,Excellent,2023-02-18,0.19
4335,7718,344,4,Loved it,2023-06-01,0.59
4336,5467,679,2,Bad,2023-02-17,0.75
4337,1879,152,5,Good,2023-04-24,0.37
4338,8009,212,1,Not satisfied,2023-07-14,0.92
4339,6210,689,3,Poor,2023-09-09,0.78
4340,8532,160,1,Average,2023-11-25,0.65
4341,4416,127,1,Not satisfied,2023-07-13,0.58
4342,7486,445,5,Poor,2023-03-22,0.74
4343,6874,901,3,Bad,2023-04-23,0.09
4344,5736,370,5,Not satisfied,2023-04-25,0.79
4345,8963,351,3,Not satisfied,2023-05-26,0.13
4346,3763,730,2,Poor,2023-01-12,0.8
4347,7381,235,4,Excellent,2023-08-11,0.06
4348,7565,912,4,Loved it,2023-05-05,0.13
4349,8461,727,1,Good,2023-12-15,0.66
4350,9264,398,1,Average,2023-07-03,0.83
4351,4022,132,4,Poor,2023-04-22,0.93
4352,8659,735,5,Loved it,2023-09-24,0.13
4353,1886,239,3,Poor,2023-05-21,0.13
4354,3257,742,4,Loved it,2023-09-11,0.97
4355,8194,620,5,Excellent,2023-07-04,0.65
4356,8650,582,5,Bad,2023-06-04,0.87
4357,5794,58,4,Loved it,2023-12-19,0.97
4358,1582,28,3,Excellent,2023-05-25,0.09
4359,6067,596,4,Average,2023-04-25,0.32
4360,9775,105,5,Loved it,2023-08-24,0.15
4361,5671,402,5,Not satisfied,2023-07-13,0.16
4362,2217,569,4,Not satisfied,2023-06-18,0.9
4363,9066,950,4,Not satisfied,2023-11-01,0.04
4364,8851,770,2,Loved it,2023-03-22,0.51
4365,667,573,3,Not satisfied,2023-07-07,0.45
4366,6139,822,2,Bad,2023-12-02,0.24
4367,4391,111,3,Average,2023-11-30,0.57
4368,8974,435,5,Good,2023-08-24,0.66
4369,3025,827,5,Not satisfied,2023-02-28,0.36
4370,155,402,1,Good,2023-12-20,0.14
4371,165,764,1,Average,2023-12-27,0.9
4372,5604,589,4,Not satisfied,2023-05-07,0.0
4373,7963,133,2,Good,2023-03-13,0.79
4374,8744,732,1,Average,2023-08-21,0.32
4375,5241,750,5,Loved it,2023-12-21,0.49
4376,513,174,5,Good,2023-08-10,0.75
4377,6265,816,3,Not satisfied,2023-12-23,0.59
4378,497,860,2,Good,2023-08-16,0.31
4379,3772,824,3,Bad,2023-04-03,0.99
4380,2213,3,5,Good,2023-02-06,0.33
4381,3032,362,5,Not satisfied,2023-10-05,0.79
4382,8333,510,1,Not satisfied,2023-02-23,0.17
4383,1132,839,4,Good,2023-12-11,0.06
4384,8294,711,4,Poor,2023-05-26,0.73
4385,4706,381,2,Good,2023-06-30,0.95
4386,8459,974,5,Good,2023-09-26,0.48
4387,6570,550,1,Excellent,2023-10-16,0.55
4388,3731,610,4,Not satisfied,2023-10-26,0.97
4389,6781,831,5,Not satisfied,2023-07-27,0.81
4390,5266,183,1,Not satisfied,2023-06-14,0.78
4391,3050,631,3,Loved it,2023-12-05,0.15
4392,2735,882,5,Excellent,2023-01-27,0.41
4393,1648,156,3,Excellent,2023-05-20,0.11
4394,2585,765,3,Loved it,2023-08-15,0.25
4395,1525,838,3,Poor,2023-12-24,0.61
4396,2008,362,1,Excellent,2023-05-08,0.4
4397,9942,127,4,Excellent,2023-11-25,0.91
4398,196,386,2,Poor,2023-03-24,0.02
4399,9793,945,5,Bad,2023-07-08,0.76
4400,5562,903,4,Excellent,2023-09-30,0.74
4401,4115,838,1,Good,2023-07-15,0.36
4402,3056,679,4,Bad,2023-03-03,0.32
4403,8838,973,3,Good,2023-12-31,0.07
4404,7984,663,5,Excellent,2023-07-23,0.82
4405,4915,413,1,Not satisfied,2023-03-24,0.34
4406,4882,768,4,Loved it,2023-12-14,0.47
4407,2544,477,3,Bad,2023-02-18,0.16
4408,4551,148,4,Excellent,2023-02-06,0.86
4409,2975,751,1,Bad,2023-07-08,0.07
4410,8729,886,2,Not satisfied,2023-02-22,0.27
4411,7331,127,4,Poor,2023-07-03,0.02
4412,8857,111,4,Not satisfied,2023-05-16,0.4
4413,5831,273,5,Poor,2023-11-16,0.98
4414,8438,970,5,Not satisfied,2023-01-04,0.97
4415,5856,46,5,Excellent,2023-06-06,0.45
4416,1829,257,4,Loved it,2023-04-27,0.89
4417,2984,552,3,Excellent,2023-08-22,0.53
4418,919,846,4,Average,2023-08-09,0.66
4419,9110,842,2,Poor,2023-10-11,0.06
4420,1978,877,4,Not satisfied,2023-12-09,0.22
4421,8473,809,2,Excellent,2023-10-31,0.72
4422,9253,343,2,Excellent,2023-08-24,0.51
4423,147,239,1,Poor,2023-11-07,0.56
4424,4912,19,4,Loved it,2023-03-04,0.06
4425,9085,898,2,Average,2023-12-16,0.68
4426,7036,225,4,Excellent,2023-11-15,0.59
4427,7896,610,1,Poor,2023-05-23,0.14
4428,1391,156,3,Not satisfied,2023-07-05,0.97
4429,4795,489,2,Average,2023-07-19,0.74
4430,3709,440,5,Excellent,2023-10-18,0.7
4431,2780,456,1,Excellent,2023-01-07,0.69
4432,5285,931,2,Bad,2023-03-05,0.2
4433,4980,672,2,Loved it,2023-01-08,0.94
4434,1903,759,5,Poor,2023-02-23,0.98
4435,8627,460,4,Loved it,2023-08-07,0.07
4436,5536,388,2,Bad,2023-08-03,0.01
4437,4667,647,4,Loved it,2023-06-01,0.01
4438,3382,515,5,Not satisfied,2023-09-28,0.3
4439,2226,625,2,Bad,2023-12-22,0.37
4440,6216,282,2,Poor,2023-03-10,0.32
4441,2886,750,3,Poor,2023-11-27,0.9
4442,3612,958,5,Excellent,2023-07-01,0.95
4443,1635,434,5,Loved it,2023-10-01,0.82
4444,8207,207,2,Bad,2023-09-06,0.42
4445,1542,328,5,Bad,2023-07-23,0.94
4446,4340,278,3,Poor,2023-11-03,0.52
4447,1860,190,1,Loved it,2023-01-20,0.84
4448,8020,763,2,Not satisfied,2023-05-01,0.06
4449,8324,358,3,Average,2023-10-30,0.19
4450,543,655,3,Poor,2023-10-24,0.03
4451,3932,562,4,Poor,2023-12-10,0.69
4452,4727,943,3,Bad,2023-02-10,0.1
4453,4043,266,5,Not satisfied,2023-02-14,0.94
4454,9254,954,4,Loved it,2023-02-25,0.27
4455,1370,121,4,Poor,2023-01-16,0.16
4456,9658,659,1,Bad,2023-01-31,0.29
4457,2541,317,4,Poor,2023-05-07,0.79
4458,1120,997,3,Loved it,2023-04-05,0.73
4459,7457,659,3,Not satisfied,2023-05-23,0.15
4460,5086,930,4,Loved it,2023-07-27,0.59
4461,8066,791,2,Poor,2023-11-28,0.77
4462,3766,304,2,Loved it,2023-06-20,0.27
4463,4848,981,3,Poor,2023-02-19,0.93
4464,7964,52,3,Not satisfied,2023-02-26,0.16
4465,7157,742,5,Good,2023-02-04,0.86
4466,6376,641,3,Average,2023-01-22,0.79
4467,6173,213,1,Not satisfied,2023-06-10,0.99
4468,7936,23,5,Poor,2023-06-06,0.46
4469,6414,836,5,Loved it,2023-12-26,0.96
4470,1269,293,2,Bad,2023-11-05,0.8
4471,8312,211,4,Excellent,2023-11-12,0.42
4472,8739,501,1,Not satisfied,2023-10-01,0.12
4473,7531,146,2,Loved it,2023-02-08,0.82
4474,4052,745,5,Average,2023-11-26,0.86
4475,5753,557,4,Poor,2023-01-23,0.39
4476,9645,229,3,Excellent,2023-03-11,0.96
4477,2444,378,5,Average,2023-03-24,0.43
4478,8471,896,3,Good,2023-01-12,0.8
4479,2270,15,3,Poor,2023-02-08,0.95
4480,8110,735,4,Poor,2023-10-26,0.06
4481,3362,869,3,Loved it,2023-10-29,0.04
4482,3529,255,1,Poor,2023-05-27,0.5
4483,9128,551,1,Not satisfied,2023-05-21,0.4
4484,7721,306,3,Loved it,2023-06-06,0.84
4485,4885,992,1,Good,2023-10-15,0.1
4486,8536,452,5,Poor,2023-02-05,0.55
4487,8437,305,2,Excellent,2023-11-18,0.51
4488,5095,383,5,Good,2023-07-29,0.99
4489,9433,440,5,Bad,2023-04-25,0.03
4490,314,723,1,Excellent,2023-11-16,0.02
4491,304,3,3,Excellent,2023-03-04,0.54
4492,3198,359,1,Poor,2023-05-23,0.18
4493,8826,251,4,Poor,2023-06-18,0.29
4494,5496,399,1,Bad,2023-03-06,0.72
4495,8910,246,1,Poor,2023-02-19,0.4
4496,8939,312,1,Not satisfied,2023-07-28,0.83
4497,6181,777,3,Excellent,2023-01-02,0.4
4498,4840,845,1,Not satisfied,2023-10-22,0.02
4499,809,977,1,Good,2023-01-30,0.14
4500,1575,511,1,Not satisfied,2023-05-09,0.93
4501,6119,287,1,Average,2023-02-14,0.01
4502,1431,336,4,Bad,2023-09-18,0.62
4503,6566,880,2,Good,2023-07-28,0.18
4504,2838,8,4,Excellent,2023-06-14,0.18
4505,8227,398,1,Loved it,2023-05-23,0.02
4506,6763,600,2,Loved it,2023-09-07,0.91
4507,1252,745,4,Good,2023-01-23,0.85
4508,9363,464,4,Good,2023-07-01,0.67
4509,9280,693,4,Bad,2023-05-09,0.5
4510,5659,504,2,Average,2023-05-20,0.29
4511,1343,58,1,Average,2023-04-08,0.25
4512,9772,283,5,Bad,2023-12-25,0.51
4513,4323,15,4,Excellent,2023-01-11,0.83
4514,8242,415,4,Bad,2023-08-14,0.76
4515,1666,59,2,Loved it,2023-11-11,0.51
4516,264,421,3,Poor,2023-09-01,0.11
4517,7617,62,4,Bad,2023-08-15,0.81
4518,2379,802,5,Loved it,2023-11-12,0.73
4519,918,12,5,Bad,2023-09-13,0.69
4520,9043,870,3,Poor,2023-12-08,0.51
4521,5456,661,4,Loved it,2023-02-12,0.15
4522,5058,274,1,Bad,2023-01-28,0.51
4523,6165,724,2,Not satisfied,2023-04-16,0.08
4524,4075,351,1,Average,2023-07-26,0.23
4525,7483,142,3,Average,2023-08-17,0.46
4526,7858,671,5,Good,2023-08-15,0.24
4527,1677,768,1,Bad,2023-10-23,0.83
4528,4025,780,1,Not satisfied,2023-12-20,0.18
4529,3318,604,2,Average,2023-09-09,0.74
4530,5223,959,2,Good,2023-12-27,0.63
4531,3497,712,5,Good,2023-12-09,0.42
4532,5392,201,4,Excellent,2023-06-23,0.95
4533,5311,94,1,Not satisfied,2023-07-25,0.75
4534,9111,982,2,Excellent,2023-09-21,0.88
4535,4848,116,3,Loved it,2023-06-02,0.36
4536,4308,593,3,Not satisfied,2023-11-02,0.47
4537,271,94,4,Average,2023-09-13,0.39
4538,256,811,5,Poor,2023-08-22,0.66
4539,191,967,3,Bad,2023-03-30,0.91
4540,4295,638,2,Bad,2023-09-07,0.15
4541,8850,246,4,Average,2023-01-04,0.96
4542,39,917,2,Not satisfied,2023-05-31,0.36
4543,5335,49,3,Average,2023-07-16,0.72
4544,9897,841,4,Bad,2023-07-27,0.37
4545,1565,534,4,Excellent,2023-12-19,0.97
4546,2712,833,3,Bad,2023-12-01,0.59
4547,8069,122,2,Good,2023-04-04,0.89
4548,6114,388,3,Not satisfied,2023-01-09,0.84
4549,5455,548,1,Bad,2023-02-18,0.85
4550,2525,12,1,Good,2023-04-10,0.57
4551,2487,423,5,Excellent,2023-07-12,0.84
4552,4697,505,5,Excellent,2023-11-22,0.8
4553,3429,280,4,Excellent,2023-11-28,0.67
4554,3384,93,5,Excellent,2023-10-01,0.24
4555,6923,523,1,Poor,2023-11-28,0.79
4556,7627,318,4,Not satisfied,2023-08-12,0.22
4557,8791,416,1,Poor,2023-03-20,0.69
4558,6197,711,5,Good,2023-08-11,0.39
4559,7222,786,3,Average,2023-09-30,0.12
4560,8732,770,1,Average,2023-03-06,0.14
4561,1852,228,2,Loved it,2023-03-14,0.41
4562,3171,210,5,Good,2023-07-09,0.51
4563,1593,486,4,Loved it,2023-10-08,0.05
4564,1333,933,1,Good,2023-02-12,0.52
4565,6399,52,2,Poor,2023-11-15,0.24
4566,1195,760,3,Bad,2023-03-14,0.31
4567,6382,393,4,Excellent,2023-06-26,0.33
4568,6145,15,1,Bad,2023-08-15,0.24
4569,9634,775,3,Average,2023-08-14,0.11
4570,855,104,2,Average,2023-05-30,0.84
4571,5803,590,5,Average,2023-05-19,0.85
4572,4998,431,4,Poor,2023-10-14,0.05
4573,2529,839,2,Average,2023-06-07,0.77
4574,4437,118,1,Loved it,2023-09-11,0.47
4575,2228,796,5,Not satisfied,2023-01-16,0.8
4576,446,838,3,Good,2023-04-19,0.3
4577,7253,359,5,Loved it,2023-01-16,0.47
4578,4439,100,2,Poor,2023-10-13,0.06
4579,7706,848,3,Average,2023-11-10,0.28
4580,1732,403,5,Loved it,2023-08-27,0.73
4581,435,565,2,Bad,2023-12-22,0.46
4582,3878,500,1,Excellent,2023-04-13,0.95
4583,8543,114,4,Average,2023-03-29,0.74
4584,4525,28,5,Good,2023-04-27,0.71
4585,8471,451,2,Good,2023-04-10,0.85
4586,1961,899,4,Poor,2023-05-30,0.19
4587,1915,373,2,Loved it,2023-09-07,0.84
4588,8393,49,4,Excellent,2023-06-15,0.43
4589,6464,830,2,Loved it,2023-01-20,0.07
4590,5380,421,2,Good,2023-09-25,0.09
4591,4003,984,3,Good,2023-07-31,0.88
4592,7758,116,4,Average,2023-12-26,0.38
4593,5157,925,3,Bad,2023-12-24,0.8
4594,8558,426,3,Bad,2023-02-28,0.01
4595,5004,718,1,Good,2023-10-25,0.11
4596,9119,257,1,Average,2023-01-05,0.49
4597,2195,385,3,Average,2023-03-17,0.71
4598,3262,671,1,Bad,2023-06-24,0.28
4599,8965,628,5,Poor,2023-10-10,0.71
4600,2198,821,1,Not satisfied,2023-04-01,0.43
4601,7841,137,5,Excellent,2023-06-24,0.63
4602,7416,797,3,Loved it,2023-09-22,0.26
4603,5364,558,1,Loved it,2023-11-04,0.99
4604,1722,882,4,Poor,2023-08-02,0.81
4605,1975,932,4,Average,2023-09-25,0.47
4606,7092,178,5,Loved it,2023-03-22,0.17
4607,771,822,1,Bad,2023-03-15,0.62
4608,7415,45,2,Good,2023-03-20,0.77
4609,979,899,3,Poor,2023-03-26,0.05
4610,1166,255,3,Average,2023-11-19,0.8
4611,4447,6,2,Average,2023-01-20,0.77
4612,4040,630,2,Excellent,2023-10-06,0.31
4613,5105,212,4,Poor,2023-09-05,0.17
4614,5940,476,3,Poor,2023-05-09,0.71
4615,3478,162,1,Loved it,2023-09-05,0.2
4616,7599,87,2,Not satisfied,2023-11-01,0.63
4617,7465,860,1,Average,2023-03-01,0.35
4618,8054,651,5,Excellent,2023-01-13,0.11
4619,1659,391,5,Excellent,2023-04-27,0.43
4620,6632,356,3,Excellent,2023-03-18,0.82
4621,7762,612,5,Good,2023-07-29,0.33
4622,9583,916,5,Loved it,2023-08-26,0.13
4623,561,952,2,Loved it,2023-05-25,0.7
4624,2621,257,3,Good,2023-06-15,0.95
4625,8262,642,3,Poor,2023-06-21,0.02
4626,8342,795,3,Poor,2023-02-26,0.44
4627,3743,284,1,Not satisfied,2023-02-10,0.97
4628,8913,999,5,Good,2023-09-23,0.89
4629,9651,317,1,Not satisfied,2023-02-18,0.31
4630,7009,665,2,Good,2023-05-19,0.08
4631,7995,64,5,Not satisfied,2023-04-15,0.89
4632,94,676,3,Bad,2023-04-24,0.05
4633,6059,174,5,Not satisfied,2023-12-17,0.96
4634,598,474,4,Loved it,2023-02-11,0.29
4635,3738,865,3,Good,2023-09-08,0.62
4636,4436,231,4,Poor,2023-10-11,0.96
4637,1093,244,5,Loved it,2023-10-22,0.17
4638,5977,507,5,Good,2023-06-27,0.25
4639,1365,701,2,Good,2023-07-05,0.81
4640,7463,953,3,Average,2023-08-18,0.94
4641,4331,236,1,Excellent,2023-06-01,0.27
4642,4015,101,3,Average,2023-04-02,0.46
4643,7842,422,3,Excellent,2023-10-23,0.88
4644,5921,995,5,Excellent,2023-02-22,0.19
4645,4882,67,2,Bad,2023-03-10,0.94
4646,1919,534,3,Bad,2023-08-29,0.82
4647,2772,867,5,Not satisfied,2023-04-29,0.22
4648,3623,61,5,Loved it,2023-07-26,0.2
4649,6776,222,5,Excellent,2023-01-21,0.64
4650,4070,850,2,Good,2023-05-07,0.38
4651,6891,301,1,Bad,2023-05-10,0.95
4652,9708,195,1,Excellent,2023-10-11,0.52
4653,2018,208,1,Bad,2023-03-04,0.75
4654,2580,814,2,Good,2023-11-23,0.69
4655,2473,827,5,Poor,2023-03-31,0.57
4656,715,480,3,Excellent,2023-11-03,0.1
4657,1378,149,1,Good,2023-08-17,0.04
4658,9585,256,1,Bad,2023-12-16,0.49
4659,3351,785,4,Bad,2023-10-19,0.84
4660,3789,446,5,Excellent,2023-12-02,0.6
4661,7618,662,4,Average,2023-07-23,0.96
4662,9847,677,2,Excellent,2023-11-08,0.53
4663,6833,360,1,Not satisfied,2023-02-04,0.04
4664,8831,8,4,Excellent,2023-08-19,0.02
4665,3675,813,3,Average,2023-04-21,0.4
4666,6456,541,2,Not satisfied,2023-01-04,0.21
4667,9326,393,5,Good,2023-12-12,0.89
4668,4562,469,2,Bad,2023-01-24,0.09
4669,5831,745,5,Good,2023-08-22,0.43
4670,4927,887,5,Loved it,2023-01-12,0.85
4671,3700,877,4,Excellent,2023-12-26,0.6
4672,5870,356,2,Bad,2023-03-01,0.44
4673,9240,754,2,Poor,2023-01-28,0.35
4674,897,437,5,Excellent,2023-03-17,0.37
4675,4213,92,3,Bad,2023-11-20,0.75
4676,3727,886,3,Bad,2023-01-02,0.05
4677,6298,327,2,Not satisfied,2023-06-23,0.62
